GW1N-1,all,2.500 (default),240/96,60.000,240/4,40.000,240/6,30.000,240/8,24.000,240/10,20.000,240/12,17.143,240/14,15.000,240/16,13.333,240/18,12.000,240/20,10.909,240/22,10.000,240/24,9.231,240/26,8.571,240/28,8.000,240/30,7.500,240/32,7.059,240/34,6.667,240/36,6.316,240/38,6.000,240/40,5.714,240/42,5.455,240/44,5.217,240/46,5.000,240/48,4.800,240/50,4.615,240/52,4.444,240/54,4.286,240/56,4.138,240/58,4.000,240/60,3.871,240/62,3.750,240/64,3.636,240/66,3.529,240/68,3.429,240/70,3.333,240/72,3.243,240/74,3.158,240/76,3.077,240/78,3.000,240/80,2.927,240/82,2.857,240/84,2.791,240/86,2.727,240/88,2.667,240/90,2.609,240/92,2.553,240/94,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW1NS-4C,all,2.500 (default),250/100,62.500,250/4,41.667,250/6,31.250,250/8,25.000,250/10,20.833,250/12,17.857,250/14,15.625,250/16,13.889,250/18,12.500,250/20,11.364,250/22,10.417,250/24,9.615,250/26,8.929,250/28,8.333,250/30,7.813,250/32,7.353,250/34,6.944,250/36,6.579,250/38,6.250,250/40,5.952,250/42,5.682,250/44,5.435,250/46,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW1NS-4C,expect,2.600 (default),260/100,65.000,260/4,43.333,260/6,32.500,260/8,26.000,260/10,21.667,260/12,18.571,260/14,16.250,260/16,14.444,260/18,13.000,260/20,11.818,260/22,10.833,260/24,10.000,260/26,9.286,260/28,8.667,260/30,8.128,260/32,7.647,260/34,7.222,260/36,6.842,260/38,6.500,260/40,6.190,260/42,5.909,260/44,5.652,260/46,end,C7/I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW1NSE-2C,all,2.500 (default),240/96,60.000,240/4,40.000,240/6,30.000,240/8,24.000,240/10,20.000,240/12,17.143,240/14,15.000,240/16,13.333,240/18,12.000,240/20,10.909,240/22,10.000,240/24,9.231,240/26,8.571,240/28,8.000,240/30,7.500,240/32,7.059,240/34,6.667,240/36,6.316,240/38,6.000,240/40,5.714,240/42,5.455,240/44,5.217,240/46,5.000,240/48,4.800,240/50,4.615,240/52,4.444,240/54,4.286,240/56,4.138,240/58,4.000,240/60,3.871,240/62,3.750,240/64,3.636,240/66,3.529,240/68,3.429,240/70,3.333,240/72,3.243,240/74,3.158,240/76,3.077,240/78,3.000,240/80,2.927,240/82,2.857,240/84,2.791,240/86,2.727,240/88,2.667,240/90,2.609,240/92,2.553,240/94,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW1NSER-4C,all,2.500 (default),250/100,62.500,250/4,41.667,250/6,31.250,250/8,25.000,250/10,20.833,250/12,17.857,250/14,15.625,250/16,13.889,250/18,12.500,250/20,11.364,250/22,10.417,250/24,9.615,250/26,8.929,250/28,8.333,250/30,7.813,250/32,7.353,250/34,6.944,250/36,6.579,250/38,6.250,250/40,5.952,250/42,5.682,250/44,5.435,250/46,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW1NSER-4C,expect,2.600 (default),260/100,65.000,260/4,43.333,260/6,32.500,260/8,26.000,260/10,21.667,260/12,18.571,260/14,16.250,260/16,14.444,260/18,13.000,260/20,11.818,260/22,10.833,260/24,10.000,260/26,9.286,260/28,8.667,260/30,8.128,260/32,7.647,260/34,7.222,260/36,6.842,260/38,6.500,260/40,6.190,260/42,5.909,260/44,5.652,260/46,end,C7/I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW1NSR-2,all,2.500 (default),240/96,60.000,240/4,40.000,240/6,30.000,240/8,24.000,240/10,20.000,240/12,17.143,240/14,15.000,240/16,13.333,240/18,12.000,240/20,10.909,240/22,10.000,240/24,9.231,240/26,8.571,240/28,8.000,240/30,7.500,240/32,7.059,240/34,6.667,240/36,6.316,240/38,6.000,240/40,5.714,240/42,5.455,240/44,5.217,240/46,5.000,240/48,4.800,240/50,4.615,240/52,4.444,240/54,4.286,240/56,4.138,240/58,4.000,240/60,3.871,240/62,3.750,240/64,3.636,240/66,3.529,240/68,3.429,240/70,3.333,240/72,3.243,240/74,3.158,240/76,3.077,240/78,3.000,240/80,2.927,240/82,2.857,240/84,2.791,240/86,2.727,240/88,2.667,240/90,2.609,240/92,2.553,240/94,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW1NSR-2C,all,2.500 (default),240/96,60.000,240/4,40.000,240/6,30.000,240/8,24.000,240/10,20.000,240/12,17.143,240/14,15.000,240/16,13.333,240/18,12.000,240/20,10.909,240/22,10.000,240/24,9.231,240/26,8.571,240/28,8.000,240/30,7.500,240/32,7.059,240/34,6.667,240/36,6.316,240/38,6.000,240/40,5.714,240/42,5.455,240/44,5.217,240/46,5.000,240/48,4.800,240/50,4.615,240/52,4.444,240/54,4.286,240/56,4.138,240/58,4.000,240/60,3.871,240/62,3.750,240/64,3.636,240/66,3.529,240/68,3.429,240/70,3.333,240/72,3.243,240/74,3.158,240/76,3.077,240/78,3.000,240/80,2.927,240/82,2.857,240/84,2.791,240/86,2.727,240/88,2.667,240/90,2.609,240/92,2.553,240/94,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW1NSR-4,all,2.500 (default),250/100,62.500,250/4,41.667,250/6,31.250,250/8,25.000,250/10,20.833,250/12,17.857,250/14,15.625,250/16,13.889,250/18,12.500,250/20,11.364,250/22,10.417,250/24,9.615,250/26,8.929,250/28,8.333,250/30,7.813,250/32,7.353,250/34,6.944,250/36,6.579,250/38,6.250,250/40,5.952,250/42,5.682,250/44,5.435,250/46,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW1NSR-4,expect,2.600 (default),260/100,65.000,260/4,43.333,260/6,32.500,260/8,26.000,260/10,21.667,260/12,18.571,260/14,16.250,260/16,14.444,260/18,13.000,260/20,11.818,260/22,10.833,260/24,10.000,260/26,9.286,260/28,8.667,260/30,8.128,260/32,7.647,260/34,7.222,260/36,6.842,260/38,6.500,260/40,6.190,260/42,5.909,260/44,5.652,260/46,end,C7/I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW1NSR-4C,all,2.500 (default),250/100,62.500,250/4,41.667,250/6,31.250,250/8,25.000,250/10,20.833,250/12,17.857,250/14,15.625,250/16,13.889,250/18,12.500,250/20,11.364,250/22,10.417,250/24,9.615,250/26,8.929,250/28,8.333,250/30,7.813,250/32,7.353,250/34,6.944,250/36,6.579,250/38,6.250,250/40,5.952,250/42,5.682,250/44,5.435,250/46,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW1NSR-4C,expect,2.600 (default),260/100,65.000,260/4,43.333,260/6,32.500,260/8,26.000,260/10,21.667,260/12,18.571,260/14,16.250,260/16,14.444,260/18,13.000,260/20,11.818,260/22,10.833,260/24,10.000,260/26,9.286,260/28,8.667,260/30,8.128,260/32,7.647,260/34,7.222,260/36,6.842,260/38,6.500,260/40,6.190,260/42,5.909,260/44,5.652,260/46,end,C7/I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW1NZ-1,all,2.500 (default),250/100,62.500,250/4,41.667,250/6,31.250,250/8,25.000,250/10,20.833,250/12,17.857,250/14,15.625,250/16,13.889,250/18,12.500,250/20,11.364,250/22,10.417,250/24,9.615,250/26,8.929,250/28,8.333,250/30,7.813,250/32,7.353,250/34,6.944,250/36,6.579,250/38,6.250,250/40,5.952,250/42,5.682,250/44,5.435,250/46,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW1NZ-1C,all,2.500 (default),250/100,62.500,250/4,41.667,250/6,31.250,250/8,25.000,250/10,20.833,250/12,17.857,250/14,15.625,250/16,13.889,250/18,12.500,250/20,11.364,250/22,10.417,250/24,9.615,250/26,8.929,250/28,8.333,250/30,7.813,250/32,7.353,250/34,6.944,250/36,6.579,250/38,6.250,250/40,5.952,250/42,5.682,250/44,5.435,250/46,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW2A-18,all,2.500 (default),250/100,62.500,250/4,41.667,250/6,31.250,250/8,25.000,250/10,20.833,250/12,17.857,250/14,15.625,250/16,13.889,250/18,12.500,250/20,11.364,250/22,10.417,250/24,9.615,250/26,8.929,250/28,8.333,250/30,7.813,250/32,7.353,250/34,6.944,250/36,6.579,250/38,6.250,250/40,5.952,250/42,5.682,250/44,5.435,250/46,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW2A-18C,all,2.500 (default),250/100,62.500,250/4,41.667,250/6,31.250,250/8,25.000,250/10,20.833,250/12,17.857,250/14,15.625,250/16,13.889,250/18,12.500,250/20,11.364,250/22,10.417,250/24,9.615,250/26,8.929,250/28,8.333,250/30,7.813,250/32,7.353,250/34,6.944,250/36,6.579,250/38,6.250,250/40,5.952,250/42,5.682,250/44,5.435,250/46,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW2A-55,all,2.500 (default),250/100,62.500,250/4,41.667,250/6,31.250,250/8,25.000,250/10,20.833,250/12,17.857,250/14,15.625,250/16,13.889,250/18,12.500,250/20,11.364,250/22,10.417,250/24,9.615,250/26,8.929,250/28,8.333,250/30,7.813,250/32,7.353,250/34,6.944,250/36,6.579,250/38,6.250,250/40,5.952,250/42,5.682,250/44,5.435,250/46,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW2A-55C,all,2.500 (default),250/100,62.500,250/4,41.667,250/6,31.250,250/8,25.000,250/10,20.833,250/12,17.857,250/14,15.625,250/16,13.889,250/18,12.500,250/20,11.364,250/22,10.417,250/24,9.615,250/26,8.929,250/28,8.333,250/30,7.813,250/32,7.353,250/34,6.944,250/36,6.579,250/38,6.250,250/40,5.952,250/42,5.682,250/44,5.435,250/46,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW2AN-18X,all,2.500 (default),200/80,100.000,200/2,50.000,200/4,33.333,200/6,25.000,200/8,20.000,200/10,16.667,200/12,14.286,200/14,12.500,200/16,11.111,200/18,10.000,200/20,9.091,200/22,8.333,200/24,7.692,200/26,7.143,200/28,6.667,200/30,6.250,200/32,5.882,200/34,5.556,200/36,5.263,200/38,5.000,200/40,4.762,200/42,4.545,200/44,4.348,200/46,4.167,200/48,4.000,200/50,3.846,200/52,3.704,200/54,3.571,200/56,3.448,200/58,3.333,200/60,3.226,200/62,3.125,200/64,3.030,200/66,2.941,200/68,2.857,200/70,2.778,200/72,2.703,200/74,2.632,200/76,2.564,200/78,2.439,200/82,2.381,200/84,2.326,200/86,2.273,200/88,2.222,200/90,2.174,200/92,2.128,200/94,2.083,200/96,2.041,200/98,2.000,200/100,1.961,200/102,1.923,200/104,1.887,200/106,1.852,200/108,1.818,200/110,1.786,200/112,1.754,200/114,1.724,200/116,1.695,200/118,1.667,200/120,1.639,200/122,1.613,200/124,1.587,200/126,1.563,200/128,end,,
GW2AN-9X,all,2.500 (default),200/80,100.000,200/2,50.000,200/4,33.333,200/6,25.000,200/8,20.000,200/10,16.667,200/12,14.286,200/14,12.500,200/16,11.111,200/18,10.000,200/20,9.091,200/22,8.333,200/24,7.692,200/26,7.143,200/28,6.667,200/30,6.250,200/32,5.882,200/34,5.556,200/36,5.263,200/38,5.000,200/40,4.762,200/42,4.545,200/44,4.348,200/46,4.167,200/48,4.000,200/50,3.846,200/52,3.704,200/54,3.571,200/56,3.448,200/58,3.333,200/60,3.226,200/62,3.125,200/64,3.030,200/66,2.941,200/68,2.857,200/70,2.778,200/72,2.703,200/74,2.632,200/76,2.564,200/78,2.439,200/82,2.381,200/84,2.326,200/86,2.273,200/88,2.222,200/90,2.174,200/92,2.128,200/94,2.083,200/96,2.041,200/98,2.000,200/100,1.961,200/102,1.923,200/104,1.887,200/106,1.852,200/108,1.818,200/110,1.786,200/112,1.754,200/114,1.724,200/116,1.695,200/118,1.667,200/120,1.639,200/122,1.613,200/124,1.587,200/126,1.563,200/128,end,,
GW1AN-9A,all,2.500 (default),140/56,70.000,140/2,35.000,140/4,23.333,140/6,17.500,140/8,14.000,140/10,11.667,140/12,10.000,140/14,8.750,140/16,7.778,140/18,7.000,140/20,6.364,140/22,5.833,140/24,5.385,140/26,5.000,140/28,4.667,140/30,4.375,140/32,4.118,140/34,3.889,140/36,3.684,140/38,3.500,140/40,3.333,140/42,3.182,140/44,3.043,140/46,2.917,140/48,2.800,140/50,2.692,140/52,2.593,140/54,2.414,140/58,2.333,140/60,2.258,140/62,2.188,140/64,2.121,140/66,2.059,140/68,2.000,140/70,1.944,140/72,1.892,140/74,1.842,140/76,1.795,140/78,1.750,140/80,1.707,140/82,1.667,140/84,1.628,140/86,1.591,140/88,1.556,140/90,1.522,140/92,1.489,140/94,1.458,140/96,1.429,140/98,1.400,140/100,1.373,140/102,1.346,140/104,1.321,140/106,1.296,140/108,1.273,140/110,1.250,140/112,1.228,140/114,1.207,140/116,1.186,140/118,1.167,140/120,1.148,140/122,1.129,140/124,1.111,140/126,1.094,140/128,end,,
GW2AN-55C,all,2.500 (default),250/100,62.500,250/4,41.667,250/6,31.250,250/8,25.000,250/10,20.833,250/12,17.857,250/14,15.625,250/16,13.889,250/18,12.500,250/20,11.364,250/22,10.417,250/24,9.615,250/26,8.929,250/28,8.333,250/30,7.813,250/32,7.353,250/34,6.944,250/36,6.579,250/38,6.250,250/40,5.952,250/42,5.682,250/44,5.435,250/46,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW2ANR-18C,all,2.500 (default),250/100,62.500,250/4,41.667,250/6,31.250,250/8,25.000,250/10,20.833,250/12,17.857,250/14,15.625,250/16,13.889,250/18,12.500,250/20,11.364,250/22,10.417,250/24,9.615,250/26,8.929,250/28,8.333,250/30,7.813,250/32,7.353,250/34,6.944,250/36,6.579,250/38,6.250,250/40,5.952,250/42,5.682,250/44,5.435,250/46,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW2AR-18,all,2.500 (default),250/100,62.500,250/4,41.667,250/6,31.250,250/8,25.000,250/10,20.833,250/12,17.857,250/14,15.625,250/16,13.889,250/18,12.500,250/20,11.364,250/22,10.417,250/24,9.615,250/26,8.929,250/28,8.333,250/30,7.813,250/32,7.353,250/34,6.944,250/36,6.579,250/38,6.250,250/40,5.952,250/42,5.682,250/44,5.435,250/46,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW2AR-18C,all,2.500 (default),250/100,62.500,250/4,41.667,250/6,31.250,250/8,25.000,250/10,20.833,250/12,17.857,250/14,15.625,250/16,13.889,250/18,12.500,250/20,11.364,250/22,10.417,250/24,9.615,250/26,8.929,250/28,8.333,250/30,7.813,250/32,7.353,250/34,6.944,250/36,6.579,250/38,6.250,250/40,5.952,250/42,5.682,250/44,5.435,250/46,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW5AT-138,all,2.500 (default),210/84,105.000,210/2,70.000,210/3,52.500,210/4,35.000,210/6,26.250,210/8,21.000,210/10,17.500,210/12,15.000,210/14,13.125,210/16,11.667,210/18,10.500,210/20,9.545,210/22,8.750,210/24,8.077,210/26,7.500,210/28,7.000,210/30,6.563,210/32,6.176,210/34,5.833,210/36,5.526,210/38,5.250,210/40,5.000,210/42,4.773,210/44,4.565,210/46,4.375,210/48,4.200,210/50,4.038,210/52,3.889,210/54,3.750,210/56,3.621,210/58,3.500,210/60,3.387,210/62,3.281,210/64,3.182,210/66,3.088,210/68,3.000,210/70,2.917,210/72,2.838,210/74,2.763,210/76,2.692,210/78,2.625,210/80,2.561,210/82,2.442,210/86,2.386,210/88,2.333,210/90,2.283,210/92,2.234,210/94,2.188,210/96,2.143,210/98,2.100,210/100,2.059,210/102,2.019,210/104,1.981,210/106,1.944,210/108,1.909,210/110,1.875,210/112,1.842,210/114,1.810,210/116,1.780,210/118,1.750,210/120,1.721,210/122,1.694,210/124,1.667,210/126,end
GW5AT-138B,all,35.000 (default),210/6,105.000,210/2,70.000,210/3,52.500,210/4,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW5AT-75B,all,35.000 (default),210/6,105.000,210/2,70.000,210/3,52.500,210/4,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW5AS-138B,all,35.000 (default),210/6,105.000,210/2,70.000,210/3,52.500,210/4,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW5A-25A,all,35.000 (default),210/6,105.000,210/2,70.000,210/3,52.500,210/4,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW5AS-25A,all,35.000 (default),210/6,105.000,210/2,70.000,210/3,52.500,210/4,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW5AR-25A,all,35.000 (default),210/6,105.000,210/2,70.000,210/3,52.500,210/4,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW5ART-15A,all,2.500 (default),210/84,105.000,210/2,70.000,210/3,52.500,210/4,35.000,210/6,26.250,210/8,21.000,210/10,17.500,210/12,15.000,210/14,13.125,210/16,11.667,210/18,10.500,210/20,9.545,210/22,8.750,210/24,8.077,210/26,7.500,210/28,7.000,210/30,6.563,210/32,6.176,210/34,5.833,210/36,5.526,210/38,5.250,210/40,5.000,210/42,4.773,210/44,4.565,210/46,4.375,210/48,4.200,210/50,4.038,210/52,3.889,210/54,3.750,210/56,3.621,210/58,3.500,210/60,3.387,210/62,3.281,210/64,3.182,210/66,3.088,210/68,3.000,210/70,2.917,210/72,2.838,210/74,2.763,210/76,2.692,210/78,2.625,210/80,2.561,210/82,2.442,210/86,2.386,210/88,2.333,210/90,2.283,210/92,2.234,210/94,2.188,210/96,2.143,210/98,2.100,210/100,2.059,210/102,2.019,210/104,1.981,210/106,1.944,210/108,1.909,210/110,1.875,210/112,1.842,210/114,1.810,210/116,1.780,210/118,1.750,210/120,1.721,210/122,1.694,210/124,1.667,210/126,end
